tsne-1,tsne-2,tsne-3,label,image_name
-20.299654,-4.104931,-15.775387,1,image_4202.png
24.249584,-15.777633,6.43107,0,image_4203.png
-11.073825,-16.48387,7.255444,2,image_4204.png
-22.1906,-1.4101292,10.75322,4,image_4205.png
1.6912472,17.98514,-7.356159,9,image_4206.png
-15.893571,10.268172,0.46371096,7,image_4207.png
-11.52949,-18.532593,8.901485,2,image_4208.png
-9.190457,11.997131,-0.1841621,9,image_4209.png
18.914566,2.1233523,-4.649892,6,image_4210.png
-16.649773,17.113302,-1.6735831,7,image_4211.png
-14.594501,-16.398254,6.992446,2,image_4212.png
-9.202632,-7.567726,2.764118,8,image_4213.png
26.298582,9.518418,-10.510105,6,image_4214.png
-8.146498,-2.99496,4.1477933,8,image_4215.png
22.952362,-16.728308,-1.6065421,0,image_4216.png
-16.654139,16.161121,-1.3313531,7,image_4217.png
24.496344,-11.869243,2.5449233,0,image_4218.png
-7.3431706,20.893713,-4.4694743,9,image_4219.png
13.048846,-17.822336,5.403288,0,image_4220.png
21.629555,6.0845675,12.692798,6,image_4221.png
-0.07757772,15.256529,-6.887538,9,image_4222.png
0.28420347,-19.944353,-9.804875,3,image_4223.png
-4.989411,10.9471655,6.1952558,4,image_4224.png
-23.293308,-4.4448857,9.610752,1,image_4225.png
-17.694921,21.19418,-11.225433,7,image_4226.png
-19.684263,18.026163,-8.854785,7,image_4227.png
8.568101,24.59832,-2.592483,4,image_4228.png
-8.405768,19.224257,3.6376088,9,image_4229.png
-7.132027,-17.801003,6.34378,2,image_4230.png
22.304571,11.120513,3.9957728,6,image_4231.png
24.79915,10.381013,-10.749056,6,image_4232.png
3.973246,-14.800326,-10.614453,3,image_4233.png
6.733126,-9.77286,-8.851707,3,image_4234.png
3.2278843,-17.707443,-11.842427,3,image_4235.png
2.205514,-12.753407,-14.93875,3,image_4236.png
-20.554974,-6.19622,6.868595,1,image_4237.png
6.6891155,-13.4737,-13.521954,3,image_4238.png
9.727285,-12.880635,8.494079,0,image_4239.png
4.688731,22.172123,-3.518641,4,image_4240.png
-5.027549,-12.581203,16.337414,2,image_4241.png
-12.86073,13.732748,-9.296189,7,image_4242.png
25.215109,1.8706411,-6.9129157,6,image_4243.png
3.7991807,18.61702,-8.075489,9,image_4244.png
23.893639,-14.087239,2.2625434,0,image_4245.png
2.6564944,-5.530763,-15.621579,3,image_4246.png
6.7078357,-1.1176296,6.3835535,5,image_4247.png
-15.114484,-6.107476,-19.593216,1,image_4248.png
20.66442,11.116737,2.6923819,6,image_4249.png
3.1516497,-12.974675,-17.607485,3,image_4250.png
20.067278,4.1331477,2.8789134,6,image_4251.png
5.8544664,20.914999,-4.504892,4,image_4252.png
-6.07389,0.15686151,4.660063,8,image_4253.png
-20.658907,18.31011,-6.867045,7,image_4254.png
-20.832365,14.13142,-2.6203845,7,image_4255.png
12.269285,-10.117275,-12.591317,3,image_4256.png
-1.7393928,-16.088173,-8.662729,3,image_4257.png
-7.536582,-3.472546,-10.146624,8,image_4258.png
5.2566843,2.8917587,9.119977,5,image_4259.png
9.450855,22.85098,-10.375833,9,image_4260.png
-6.216877,-0.425682,4.1095667,8,image_4261.png
-3.1314557,-15.127158,-6.641544,3,image_4262.png
5.898046,-14.935107,-4.761778,3,image_4263.png
4.9993067,10.964647,-1.4591652,4,image_4264.png
15.183097,-17.354807,6.009527,0,image_4265.png
-11.419159,9.934842,-8.707195,7,image_4266.png
-19.435627,-6.072241,1.4179592,1,image_4267.png
16.225739,3.971391,3.7460732,6,image_4268.png
-1.9803557,-16.15803,12.040928,2,image_4269.png
24.825684,-15.92738,6.7378416,0,image_4270.png
-1.6952512,-17.168718,-6.60347,3,image_4271.png
19.754246,-2.2474713,2.0529609,8,image_4272.png
-17.563652,17.589998,5.8630304,7,image_4273.png
5.347653,22.990137,-3.7977874,4,image_4274.png
-6.3831024,-3.8340309,4.11096,8,image_4275.png
-4.012005,12.175296,-12.491422,3,image_4276.png
-6.3057213,21.065079,8.427442,9,image_4277.png
-11.248813,-0.6174722,6.072718,2,image_4278.png
20.194508,-21.46586,10.232774,0,image_4279.png
-10.634062,11.29972,-5.348245,7,image_4280.png
-0.52659714,-14.887596,-3.0040288,3,image_4281.png
-1.0869796,-7.6840196,-3.3856997,8,image_4282.png
5.3890924,18.596369,9.963898,4,image_4283.png
23.20528,-20.561234,4.0673885,0,image_4284.png
-18.16765,16.701853,5.858081,7,image_4285.png
-22.126173,-5.4136457,-4.307838,1,image_4286.png
-6.2391844,-6.1555557,5.730803,8,image_4287.png
22.459661,-18.880056,1.0500947,0,image_4288.png
22.741688,-21.01411,4.877709,0,image_4289.png
-10.961068,21.075247,5.0771775,5,image_4290.png
-20.624266,-4.190736,2.480811,1,image_4291.png
6.7028484,20.623943,3.498531,4,image_4292.png
-5.382399,-19.072695,19.013218,2,image_4293.png
-13.745178,-3.6025593,-15.133771,1,image_4294.png
1.5097818,-7.3501077,0.6067314,3,image_4295.png
-11.3878145,10.437263,-11.043251,7,image_4296.png
5.2981777,17.397669,11.968158,4,image_4297.png
-16.127663,14.846541,-7.5783024,7,image_4298.png
6.369461,-1.4381697,10.083106,5,image_4299.png
-22.435291,-6.2972584,-10.136456,1,image_4300.png
28.523645,6.374674,3.5954006,6,image_4301.png
10.695136,-2.9903114,-8.602987,5,image_4302.png
-20.709496,21.625635,-7.5072284,7,image_4303.png
10.70853,-4.095673,12.693598,5,image_4304.png
-7.034704,-4.6048484,6.9321685,8,image_4305.png
-1.5063577,18.95973,-3.2026994,9,image_4306.png
-5.994296,21.075388,8.47805,9,image_4307.png
1.1992435,1.903756,-5.8954754,8,image_4308.png
3.619108,0.5047449,13.325196,5,image_4309.png
19.208683,-13.843923,0.048074976,0,image_4310.png
-19.050253,-6.4943013,9.091278,1,image_4311.png
7.144328,-5.966339,-5.880665,5,image_4312.png
-4.4791565,21.964436,2.1227343,9,image_4313.png
20.25833,7.5413756,2.3178406,6,image_4314.png
-3.2190428,24.186945,1.2764628,9,image_4315.png
26.641777,-13.624092,6.6698017,0,image_4316.png
-17.377773,17.545443,6.1901383,7,image_4317.png
7.845744,15.998427,-3.546349,4,image_4318.png
-20.04355,-5.0752068,10.49871,1,image_4319.png
-0.59126145,16.79929,-9.072828,9,image_4320.png
12.879895,-17.389376,9.589672,0,image_4321.png
-2.6679976,2.3235252,-9.375132,2,image_4322.png
-4.4942765,22.042847,2.125847,9,image_4323.png
-4.792972,1.1333222,-2.5702248,8,image_4324.png
13.131796,-15.618554,13.769977,0,image_4325.png
-15.507615,13.755829,-9.127674,7,image_4326.png
4.9836354,-0.4808959,8.857179,5,image_4327.png
-1.0038273,-7.207395,-18.03974,3,image_4328.png
-9.173592,11.92707,12.696889,9,image_4329.png
-13.734236,15.938674,-10.064534,7,image_4330.png
-19.936548,17.110008,7.5193057,7,image_4331.png
-17.549835,7.338879,4.372315,7,image_4332.png
-19.716751,-5.194669,10.554606,1,image_4333.png
1.9805677,17.025679,-11.394452,7,image_4334.png
-1.0331835,-21.435898,-6.8004217,3,image_4335.png
6.175423,21.25455,-5.2667623,4,image_4336.png
29.369473,7.319043,2.5735474,6,image_4337.png
-20.325811,11.178591,5.7248626,7,image_4338.png
-1.9348285,-16.041603,-6.6377325,3,image_4339.png
9.091471,-12.486462,8.948809,0,image_4340.png
-4.3476057,-17.088379,12.337295,2,image_4341.png
11.411921,-12.824673,-11.700348,3,image_4342.png
11.287668,-16.090076,8.141525,0,image_4343.png
26.218464,-13.533334,2.0046098,0,image_4344.png
-11.086547,16.705452,10.120959,9,image_4345.png
-0.18313685,9.14494,-0.59273046,4,image_4346.png
20.631857,-19.816858,11.49466,0,image_4347.png
0.7950034,-5.1965895,-10.337889,8,image_4348.png
27.823517,7.8730927,2.4927545,6,image_4349.png
5.0479,17.933514,-7.9033127,9,image_4350.png
-18.482466,-6.9998064,3.9560816,1,image_4351.png
-0.28343043,-10.341631,-15.1242485,3,image_4352.png
-15.889477,14.831277,0.9449703,7,image_4353.png
-16.572117,17.947605,-12.056556,7,image_4354.png
1.0677396,-22.363045,9.483972,2,image_4355.png
14.578833,-11.4920635,5.4244375,0,image_4356.png
-6.4603653,-4.45147,5.9906554,8,image_4357.png
-12.823502,12.687999,-5.335811,7,image_4358.png
-0.44043362,-20.345337,-6.443022,3,image_4359.png
22.006811,12.14134,-12.827422,6,image_4360.png
4.690641,18.236626,10.604077,4,image_4361.png
18.94958,16.371296,-11.140693,9,image_4362.png
-18.151854,16.844448,5.918811,7,image_4363.png
23.556217,8.292222,-3.7929046,6,image_4364.png
23.869633,5.0027184,7.9579873,6,image_4365.png
-17.12916,11.374288,-8.43978,7,image_4366.png
25.197409,2.791112,4.8631997,6,image_4367.png
8.183292,18.505432,-8.710225,9,image_4368.png
-3.0544908,-19.546953,-5.676682,3,image_4369.png
-3.9797304,-0.24730784,-11.67382,8,image_4370.png
-5.102507,-18.590557,11.883188,2,image_4371.png
-14.486162,10.00241,-9.315195,7,image_4372.png
-6.6474395,-10.850111,1.3960328,3,image_4373.png
14.619245,-15.579589,3.9038422,0,image_4374.png
-7.5637093,-5.400229,5.28284,8,image_4375.png
8.458129,-2.3936226,-13.092188,5,image_4376.png
-6.670752,22.207579,7.7325997,9,image_4377.png
-9.75627,12.923566,-0.46102017,9,image_4378.png
1.8258307,15.502626,14.996253,4,image_4379.png
-7.848565,-15.384047,7.598862,2,image_4380.png
-6.850596,-6.097073,5.6978874,8,image_4381.png
6.718145,16.338758,14.868289,4,image_4382.png
-6.7096176,-3.5249684,4.696556,8,image_4383.png
-3.4428842,0.40949723,-10.3042345,8,image_4384.png
-21.01375,17.28352,3.8095582,7,image_4385.png
-6.2320356,10.024676,-5.8157663,4,image_4386.png
-18.604303,-4.8067017,7.975564,1,image_4387.png
-4.140667,-1.3604884,-10.687157,8,image_4388.png
16.599148,-17.896912,9.936441,0,image_4389.png
-24.11769,-4.520835,-8.97816,1,image_4390.png
-7.1219144,-4.8057356,6.6584964,8,image_4391.png
21.68137,6.2964754,9.854579,6,image_4392.png
-17.922802,17.483025,5.622209,7,image_4393.png
-17.016933,11.661257,-8.33844,7,image_4394.png
-18.364187,17.173788,6.0246825,7,image_4395.png
-13.396142,14.202759,-6.4929886,7,image_4396.png
3.4684389,0.5134349,13.864171,5,image_4397.png
-1.9997269,-19.644802,14.716009,2,image_4398.png
-12.101105,17.991776,9.393908,9,image_4399.png
2.9711916,-13.312188,-10.798746,3,image_4400.png
-6.921749,-13.215147,14.661847,2,image_4401.png
17.356709,1.2962126,11.452019,6,image_4402.png
3.3805687,-18.152298,-12.205052,3,image_4403.png
20.229057,0.90973175,2.406991,6,image_4404.png
-18.85708,-4.871437,6.9782734,1,image_4405.png
8.160771,17.384253,2.1907225,4,image_4406.png
-20.504478,-3.1464517,4.8364754,1,image_4407.png
15.419148,4.923556,6.7944455,6,image_4408.png
5.5700436,18.651955,10.069943,4,image_4409.png
14.160331,19.382214,-0.4147662,4,image_4410.png
5.1146345,0.18102011,10.274121,5,image_4411.png
-22.532032,-3.2232232,-0.63486665,1,image_4412.png
2.1103091,2.267116,14.1212225,5,image_4413.png
-13.150878,-12.317733,5.9765463,2,image_4414.png
14.164249,-17.738064,10.021998,0,image_4415.png
9.357815,5.074646,3.4644177,5,image_4416.png
4.7941923,18.178959,10.627186,4,image_4417.png
9.044815,-10.80205,-12.775397,3,image_4418.png
-6.7126737,-3.7192836,5.78484,8,image_4419.png
-19.137964,-4.4283566,11.224343,1,image_4420.png
-17.749426,11.9902725,9.748474,7,image_4421.png
-11.666925,14.602333,-12.492595,7,image_4422.png
2.5740454,15.300222,13.223393,4,image_4423.png
5.0875807,-3.15627,8.314769,5,image_4424.png
-9.768106,11.882578,12.276912,9,image_4425.png
18.697319,4.3844166,-5.8484726,6,image_4426.png
-0.8124181,-15.374208,16.142836,2,image_4427.png
-2.1627624,-15.896406,9.7403345,2,image_4428.png
-1.9299713,-17.067373,-6.5823584,3,image_4429.png
21.614225,7.5018377,-6.2351146,6,image_4430.png
28.268877,6.437244,3.870709,6,image_4431.png
-18.528038,10.117327,-3.2476394,7,image_4432.png
4.834145,17.703152,11.316024,4,image_4433.png
6.729528,-0.124993205,-13.309216,8,image_4434.png
-22.114748,-2.7797873,8.729455,1,image_4435.png
5.534954,13.363059,2.8715398,4,image_4436.png
-0.9118114,-15.665818,16.084198,2,image_4437.png
-0.7177836,11.308897,-2.607937,4,image_4438.png
5.340778,18.244081,10.542863,4,image_4439.png
-1.797579,-0.8528898,-6.760542,8,image_4440.png
-22.364868,-2.8064544,9.536155,1,image_4441.png
-12.08402,-12.480593,12.288865,2,image_4442.png
9.882431,-5.193943,-0.1335467,5,image_4443.png
21.222233,-14.898459,1.3424573,0,image_4444.png
-22.182516,-1.0402987,3.3688786,1,image_4445.png
-11.692834,-19.63955,5.917908,2,image_4446.png
-7.6335225,17.224789,7.547829,9,image_4447.png
-8.028036,-3.333381,-3.3138704,8,image_4448.png
-6.5049314,-11.103905,1.3188099,3,image_4449.png
5.840757,-2.4210896,-3.0988703,5,image_4450.png
-6.119293,-19.372547,19.007471,2,image_4451.png
-18.799011,10.587731,2.0997467,7,image_4452.png
20.313974,-17.236933,10.299758,0,image_4453.png
4.0393777,16.979038,3.6156893,4,image_4454.png
20.436695,-20.16553,10.929588,0,image_4455.png
0.56812584,25.021915,-5.453913,9,image_4456.png
-6.1682777,-19.58907,19.145018,2,image_4457.png
-12.48988,12.9122505,-11.695491,7,image_4458.png
-3.0534987,24.195383,1.3041139,9,image_4459.png
-11.350326,14.095188,3.4262571,4,image_4460.png
-0.8443736,-20.781681,-6.543771,3,image_4461.png
13.555983,-3.2063918,-9.721865,5,image_4462.png
26.017004,7.14376,-7.6323028,6,image_4463.png
3.2375531,17.501528,-1.6635734,4,image_4464.png
23.836935,-13.931367,5.780372,0,image_4465.png
10.634908,21.178469,-8.081212,9,image_4466.png
-11.511715,-4.492006,-18.908663,1,image_4467.png
-3.1096475,-4.1076813,-9.60141,8,image_4468.png
-11.32341,-9.872011,13.135112,2,image_4469.png
-14.955281,-7.689662,-9.740689,1,image_4470.png
9.082029,-6.362341,-18.167597,3,image_4471.png
-14.0334,14.700112,-12.041979,7,image_4472.png
10.536018,23.481579,-4.2982783,4,image_4473.png
0.14844713,-16.389626,7.9685163,2,image_4474.png
8.047788,0.050048172,-10.250612,5,image_4475.png
-13.7264,-3.637242,-7.070954,2,image_4476.png
25.519194,10.671362,-7.8820744,6,image_4477.png
-16.501625,16.62657,-11.215121,7,image_4478.png
-13.237718,10.555232,-9.500696,7,image_4479.png
2.9085264,4.0569515,6.90366,5,image_4480.png
1.3767796,3.5484674,-7.5165033,8,image_4481.png
-2.9480088,-5.767431,-0.54096127,8,image_4482.png
4.412676,18.427198,-9.322737,9,image_4483.png
-18.312025,-0.3750464,-8.35943,1,image_4484.png
25.513397,-12.031231,6.5622478,0,image_4485.png
-11.173505,-6.579264,-18.12679,1,image_4486.png
-18.474789,-7.0368104,-3.3364975,1,image_4487.png
15.155181,-9.689862,5.7704897,0,image_4488.png
-6.947898,-11.933727,11.6196995,2,image_4489.png
0.15678519,-11.054054,-13.119968,3,image_4490.png
7.140621,-10.635554,-16.666357,3,image_4491.png
-12.782961,-3.615193,-12.705598,1,image_4492.png
2.9531226,19.609745,3.7905104,4,image_4493.png
5.107544,20.031792,1.0345691,4,image_4494.png
14.0618925,-8.552888,-9.867805,5,image_4495.png
16.29498,-14.369903,-2.3837209,0,image_4496.png
25.540434,10.795804,-8.11038,6,image_4497.png
-3.7172408,10.5187435,-7.259766,4,image_4498.png
-18.36193,18.27712,-5.681674,7,image_4499.png
26.953451,-10.704853,2.510537,0,image_4500.png
-6.151658,-1.110572,-2.1026278,8,image_4501.png
-7.53463,-23.16455,10.163494,1,image_4502.png
-6.6701636,14.411818,-3.1182206,9,image_4503.png
-14.74624,0.44547132,-17.42145,1,image_4504.png
23.779333,-16.887087,4.6873026,0,image_4505.png
4.1214185,-7.4920483,-8.308244,3,image_4506.png
-21.47678,-8.114354,-4.66627,1,image_4507.png
6.0880375,-10.523394,-11.430763,3,image_4508.png
-12.111892,-12.447179,12.334235,2,image_4509.png
0.40062013,-7.9506783,-19.440716,3,image_4510.png
9.549384,-10.871515,-12.796115,3,image_4511.png
0.98422587,-12.506157,-17.83399,3,image_4512.png
3.0600555,19.472515,3.6792123,4,image_4513.png
-13.87905,-23.875538,10.807226,2,image_4514.png
11.816661,-0.7645003,2.3833718,5,image_4515.png
-16.929935,15.639876,1.3016536,7,image_4516.png
25.536774,8.384357,-4.7131753,6,image_4517.png
-9.40618,-23.307796,7.6379156,2,image_4518.png
-20.306147,19.501669,-5.7286363,7,image_4519.png
22.76293,7.8373604,-0.50584036,6,image_4520.png
-5.043608,-2.2215807,-3.7935984,8,image_4521.png
-5.0677767,19.600283,-5.253839,4,image_4522.png
-8.639064,11.90801,0.4462971,9,image_4523.png
-24.78866,-5.2730007,-5.122354,1,image_4524.png
-5.131074,1.2677932,-10.874628,8,image_4525.png
25.299833,6.267488,1.0733098,6,image_4526.png
21.9289,-13.228705,1.179959,0,image_4527.png
-23.78708,14.754899,2.1198833,7,image_4528.png
13.082383,-6.439738,-8.661941,5,image_4529.png
-12.790207,6.8895946,-8.60222,7,image_4530.png
25.679873,8.204437,-4.8365655,6,image_4531.png
24.686876,-13.852127,-0.71889454,0,image_4532.png
25.55882,8.091097,-0.9685555,6,image_4533.png
-15.681866,-2.4183943,-20.838156,1,image_4534.png
26.663836,-12.8600025,7.636177,0,image_4535.png
18.666212,7.5861874,4.683606,6,image_4536.png
-5.575719,1.8327993,-10.443525,8,image_4537.png
5.372878,19.580093,-5.406345,4,image_4538.png
20.397655,-15.976006,5.763394,0,image_4539.png
3.0550797,14.968866,-11.601301,4,image_4540.png
-11.217729,-9.571467,13.280756,2,image_4541.png
-2.6559975,-12.528086,7.116244,2,image_4542.png
5.317608,-10.526093,-15.725147,3,image_4543.png
4.7945848,17.195316,-10.674888,9,image_4544.png
-19.453766,18.053703,-7.914895,7,image_4545.png
18.069557,8.761335,-2.1091285,6,image_4546.png
-8.754228,21.993755,-2.580912,9,image_4547.png
-15.098426,8.701592,-4.5983953,7,image_4548.png
-3.430063,17.419674,6.8417015,4,image_4549.png
-9.974995,-23.452106,10.807063,2,image_4550.png
-17.803566,12.810406,-1.549952,7,image_4551.png
5.1968737,-7.063719,-12.457158,3,image_4552.png
-20.786066,-4.355802,2.1913931,1,image_4553.png
-18.626625,-2.2058942,-5.237351,1,image_4554.png
-9.791878,18.788044,-1.7761161,9,image_4555.png
13.523925,-13.349308,0.8360021,0,image_4556.png
-20.11489,-4.423339,-1.8809857,1,image_4557.png
4.41333,3.4781725,4.264792,5,image_4558.png
-18.613605,8.750676,1.6771815,7,image_4559.png
18.47525,1.7579399,4.229339,6,image_4560.png
-19.674137,-7.8585916,2.833277,1,image_4561.png
3.7071407,-1.6264757,-12.93622,5,image_4562.png
15.964731,-15.149674,5.779366,0,image_4563.png
10.546725,11.508633,0.010085344,4,image_4564.png
16.832157,-11.843199,4.673378,0,image_4565.png
-25.23396,-5.3099194,-5.769262,1,image_4566.png
0.012034856,15.005365,1.5459862,4,image_4567.png
4.4417534,18.689222,-9.655176,9,image_4568.png
-22.396381,-7.2267904,1.4209441,1,image_4569.png
9.4365635,-10.938773,-12.88886,3,image_4570.png
-20.782885,18.903522,-6.5113397,7,image_4571.png
23.899248,8.701628,4.867361,6,image_4572.png
12.547413,-6.7049823,-7.800783,5,image_4573.png
3.1374888,-21.343845,10.82725,2,image_4574.png
-18.114382,9.001266,1.5803579,7,image_4575.png
-0.9174237,-12.6959305,14.067464,2,image_4576.png
-21.949326,-6.4854403,-1.4991167,1,image_4577.png
-13.257555,-9.172875,-10.894974,8,image_4578.png
8.077176,-11.473228,-9.897456,3,image_4579.png
-8.488265,0.17705837,-3.4708452,8,image_4580.png
8.62597,-12.564972,-13.466895,3,image_4581.png
-0.2476848,-3.0839262,-7.7767506,8,image_4582.png
7.108002,-15.537606,-10.63482,3,image_4583.png
7.461602,-9.414761,-9.901038,3,image_4584.png
-20.62361,-3.7045064,-0.27009088,1,image_4585.png
22.731756,9.865229,-5.582812,6,image_4586.png
25.671444,6.7005873,-7.2117434,6,image_4587.png
13.822325,-18.64934,1.5753915,0,image_4588.png
-8.905016,19.004,-3.7793076,9,image_4589.png
9.978477,4.384868,-12.003686,5,image_4590.png
-20.58071,15.8672,-3.2426114,7,image_4591.png
-14.750506,20.420229,-12.609471,7,image_4592.png
7.0628595,16.9668,3.3149004,4,image_4593.png
1.0787414,14.75332,-7.811366,9,image_4594.png
8.319124,-11.339005,-9.343999,3,image_4595.png
9.239926,5.0497937,3.753308,5,image_4596.png
19.946743,-15.437037,6.1055384,0,image_4597.png
-6.899483,-2.5060086,-7.5072412,8,image_4598.png
0.47659352,-18.562244,15.982933,2,image_4599.png
5.5666065,-1.1331159,-7.048252,5,image_4600.png
12.615334,-8.450547,-8.073394,5,image_4601.png
-16.066154,-3.1994393,-18.869324,1,image_4602.png
-3.8872824,-17.480135,16.397053,2,image_4603.png
-12.379297,9.742588,-4.9862566,7,image_4604.png
23.05383,10.564425,-8.595559,6,image_4605.png
9.749093,21.109,-10.548813,9,image_4606.png
24.523893,-11.901276,4.904898,0,image_4607.png
16.944681,-12.937636,2.026432,0,image_4608.png
-5.055918,-0.11627379,-2.397527,8,image_4609.png
-8.7086115,-15.359943,7.807659,2,image_4610.png
-6.314838,23.620125,-1.8035462,9,image_4611.png
18.480995,0.27297083,7.2348046,6,image_4612.png
8.747352,17.693344,1.4847494,4,image_4613.png
5.394171,4.776774,5.785892,5,image_4614.png
7.4006724,-16.982998,-10.1028,3,image_4615.png
11.264384,19.151558,-2.7544231,4,image_4616.png
11.541904,-6.8179107,-9.654376,5,image_4617.png
-14.548102,14.822729,-12.572661,7,image_4618.png
-3.4193704,17.279266,6.8464227,4,image_4619.png
17.42996,5.7657113,8.142091,6,image_4620.png
-2.1212592,1.8817357,-2.5615778,8,image_4621.png
11.872231,-6.0839767,-0.27863127,5,image_4622.png
